compound_name,cas_number,smiles,primary_category,secondary_category,tertiary_category,primary_action,biological_description,Mol Weight
CGS 9343B,[109826-27-9],OC(=O)\C=C/C(O)=O.CC1(CN2CCC(CC2)N2C(=O)NC3=C2C=CC=C3)OCC2=C(C=CC=C2)N2C=CC=C12,Signal Transduction,Calcium Signaling,Calcium Binding Protein,Calmodulin antagonist,"Calmodulin antagonist; inhibits calmodulin-stimulated cAMP phosphodiesterase activity with an IC50 of 3.3 nM. Also prevents estrogen-induced transcription activation by ER, reversibly blocks voltage-activated Na+, Ca2+ and K+ currents in PC12 cells and inhibits nAChR.",544.61
Ch 55,[110368-33-7],CC(C)(C)C1=CC(=CC(=C1)C(=O)\C=C\C1=CC=C(C=C1)C(O)=O)C(C)(C)C,Nuclear Receptors,Retinoic Acid Receptors,,Potent RAR agonist,Highly potent synthetic retinoid that has high affinity for RAR-alpha and RAR-beta receptors and low affinity for cellular retinoic acid binding protein (CRABP). Inhibits rabbit tracheal epithelial cell differentiation by inhibiting transglutaminase and increasing cholesterol sulfate (EC50 values are 0.02 and 0.03 nM respectively). Induces differentiation of embryonic carcinoma F9 and melanoma S91 cells (EC50 values are 0.26 and 0.5 nM respectively) and inhibits the induction of ornithine decarboxylase activity in 3T6 fibroblasts (EC50 = 1 nM).,364.47
CHC,[28166-41-8],OC1=CC=C(/C=C(C#N)/C(O)=O)C=C1,Transporters,Ion Pumps/Transporters,Monocarboxylate Transporters,MCT inhibitor; decreases glycoloysis,"Monocarboxylic acid transport (MCT) inhibitor. Exhibits antitumoral and antiangiogenic activity in gliomas in vivo; decreases glycolytic metabolism, migration, and invasion in U251 cells. Enhances the effect of antitumor agent temozolomide (Cat No. 2706). Blocks lactate efflux from glioma cells and sensitizes cells to irradiation.",189.17
CHIR 99021,[252917-06-9],ClC(C=C1Cl)=CC=C1C2=NC(NCCNC3=CC=C(C#N)C=N3)=NC=C2C4=NC=C(C)N4,Enzymes,Kinases,Glycogen Synthase Kinase 3,Highly selective GSK-3 inhibitor,"Potent and highly selective inhibitor of glycogen synthase kinase 3 (GSK-3) (IC50 values are 6.7 and 10 nM for GSK-3beta and GSK-3alpha respectively). Exhibits >500-fold selectivity for GSK-3 over closely related kinases; also displays >800-fold selectivity against 45 additional enzymes and receptors. In combination with tranylcypromine (Cat. No. 3852), enables reprogramming of mouse embryonic fibroblasts, transduced by Oct4 and Klf4 only, into iPSCs. Enhances mouse and human ESC self-renewal when used in combination with PD 0325901 (Cat. No. 4192). Allows formation of extended pluripotent stem (EPS) cells in combination with (S)-(+)-Dimethindene maleate (Cat.No. 1425), minocycline hydrochloride (Cat.No. 3268) and human leukemia inhibitory factor. CHIR 99021 synthesized to cGMP guidelines also available.",465.34
CHR 6494 trifluoroacetate,[1458630-17-5],CCCNC2=NN1C(C3=CC(C=NN4)=C4C=C3)=CN=C1C=C2.OC(C(F)(F)F)=O,Enzymes,Kinases,Haspin,Potent and selective haspin inhibitor,"Potent and selective haspin kinase inhibitor (IC50 = 2 nM). Selective over 27 other protein kinases including Aurora B kinase. Induces cell cycle arrest at G2/M, inhibits cell proliferation and promotes apoptosis in multiple cancer cell lines. Inhibits angiogenesis ex vivo and attenuates tumor growth of HCT-116 xenografts in rats.",406.36
CI 966 hydrochloride,[110283-66-4],Cl.OC(=O)C1=CCCN(CCOC(C2=CC=C(C=C2)C(F)(F)F)C2=CC=C(C=C2)C(F)(F)F)C1,Transporters,Neurotransmitter Transporters,GABA Transporters,Selective inhibitor of GAT-1,Selective inhibitor of the GABA transporter GAT-1 (IC50 values are 0.26 and 1.2 muM at cloned human and rat GAT-1 respectively). Displays over 200-fold selectivity over GAT-2 and GAT-3. Centrally active upon systemic administration in vivo. Anticonvulsive and neuroprotective.,509.87
CI 976,[114289-47-3],CCCCCCCCCCC(C)(C)C(=O)NC1=C(OC)C=C(OC)C=C1OC,Enzymes,Transferases,Acyl-CoA:Cholesterol Acyltransferase,Selective ACAT inhibitor,Selective acyl-coenzyme A:cholesterol acyltransferase (ACAT) inhibitor (IC50 = 0.073 muM). Lowers non-high density lipoprotein (HDL)-cholesterol and increases HDL-cholesterol concentrations in rats with pre-established dyslipidemia. Orally active. Also inhibits Golgi-associated LPL acyltransferase (LPAT) activity (IC50 = 15 muM).,393.57
CI 994,[112522-64-2],O=C(NC2=C(N)C=CC=C2)C1=CC=C(NC(C)=O)C=C1,Enzymes,Histone Deacetylases,Class I HDACs,Class I histone deacetylase inhibitor; orally active,"Orally active class I histone deacetylase (HDAC) inhibitor (Ki values are 0.41, 0.75, >100 and >100 muM for HDAC1, HDAC3, HDAC6 and HDAC8 respectively). Mediates G1 cell cycle arrest, inhibits proliferation and induces apoptosis in vitro and in vivo. Increases neuroplasticity during memory extinction. Also increases efficiency of hepatic differentiation of hPSCs",269.3
CID 16020046,[834903-43-4],O=C1N(C5=CC=C(C(O)=O)C=C5)C(C4=CC=CC(O)=C4)C2=C1NN=C2C3=CC=C(C)C=C3,7-TM Receptors,GPR55,,Selective GPR55 antagonist,"Selective GPR55 antagonist. Inhibits LPI-induced Ca2+ signaling (IC50 = 0.21 muM in HEK-GPR55 cells), ERK1/2 phosphorylation and GPR55-mediated transcription factor activation. Displays weak inhibition of acetylcholinesterase, mu-opioid receptor, KCNH2 and hERG. Decreases LPI-induced GPR55 internalization. Reduces experimental intestinal inflammation in mice.",425.44
CID 2011756,[638156-11-3],O=C(NC3=CC=C(CN4CCOCC4)C=C3)C1=CC=C(C2=CC=CC(Cl)=C2)O1,Enzymes,Kinases,Protein Kinase D,Pan protein kinase D (PKD) inhibitor; cell permeable,"Protein kinase D (PKD) inhibitor (IC50 values are 0.6, 0.7 and 3.2 muM for PKD2, PKD3 and PKD1 respectively). Cell permeable (EC50 = 10 muM for PKD1 inhibition). ATP-competitive.",396.87
CID 2745687,[264233-05-8],FC1=CC(F)=CC=C1N2C(/C=N/NC(NC(C)(C)C)=S)=C(C(OC)=O)C=N2,7-TM Receptors,GPR35,,GPR35 antagonist,"Competitive, reversible antagonist of the orphan receptor GPR35 (Ki = 12.8 nM). Blocks the GPR35-mediated increase in ERK1/2 phosphorylation and beta-arrestin recruitment induced by pamoic acid (Cat. No. 4298).",395.43
Cilnidipine,[132203-70-4],COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OCC=CC1=CC=CC=C1,Ion Channels,Calcium Channels,Voltage-gated Calcium Channels,Dual CaV1.x and CaV2.x blocker,"Dual L- and N-type calcium channel blocker that displays antihypertensive, sympatholytic and neuroprotective activity. Lowers mean blood pressure and reduces the size of cerebral infarction in the rat model of focal brain ischemia.",492.52
Cilostamide,[68550-75-4],CN(C1CCCCC1)C(=O)CCCOC1=CC=C2NC(=O)C=CC2=C1,Enzymes,Phosphodiesterases,,PDE3 inhibitor,Selective inhibitor of type III phosphodiesterase (PDE3). Displays moderate selectivity for PDE3A isozyme vs. PDE3B (IC50 values are 0.027 and 0.050 muM for PDE3A and PDE3B respectively). Inhibits ADP-induced platelet aggregation (IC50 = 16.8 muM); antithrombotic. Also available as part of the Phosphodiesterase Inhibitor Tocriset™.,342.44
Cilostazol,[73963-72-1],O=C1CCC2=CC(OCCCCC3=NN=NN3C3CCCCC3)=CC=C2N1,Enzymes,Phosphodiesterases,,PDE3A inhibitor. Also adenosine uptake inhibitor,"Potent phosphodiesterase III A (PDE3A) inhibitor (IC50 = 0.2 muM) and inhibitor of adenosine uptake. Has antimitogenic, antithrombotic, vasodilatory and cardiotonic properties in vivo. Also affects lipid levels in vivo.",369.47
CIM 0216,[1031496-06-6],O=C(NC1=NOC(C)=C1)C(C2=CC=CC=C2)N(CCC3)C4=C3C=CC=C4,Ion Channels,Transient Receptor Potential Channels,TRPM,Selective TRPM3 agonist,"Selective TRPM3 agonist. Exhibits selectivity for TRPM3 over TRPM1, TRPM2 and TRPM4-8. Stimulates insulin release from pancreatic islet cells in vitro. Evokes nocifensive behavior in mice.",347.41
Cimetidine,[51481-61-9],CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,7-TM Receptors,Histamine Receptors,Histamine H2 Receptors,"H2 antagonist, I1 agonist",Widely used H2 histamine antagonist which has more recently been described as an inverse agonist. Also a potent I1 imidazoline binding site ligand.,252.34
Cinalukast,[128312-51-6],CCC(CC)(CC(=O)NC1=CC(\C=C\C2=NC(=CS2)C2CCC2)=CC=C1)C(O)=O,7-TM Receptors,Leukotriene and Related Receptors,,"Potent, selective CysLT1 (LTD4) antagonist; orally active","Potent, selective CysLT1 (LTD4) leukotriene receptor antagonist (IC50 = 6.4 nM). Inhibits LTD4-induced bronchoconstriction in guinea pigs when administered intravenously, orally or by aerosol.",412.55
CINPA 1,[102636-74-8],O=C(CN(CC)CC)N1C2=C(C=CC=C2)CCC3=C1C=C(NC(OCC)=O)C=C3,Nuclear Receptors,Constitutive Androstane Receptor,,Potent CAR antagonist,"Potent CAR antagonist (IC50 = 70 nM). Exhibits >90-fold selectivity for CAR over pregnane X receptor (PXR). Also selective over a panel of other nuclear receptors including FXR, LXR, PPARgamma and RXR.",395.49
CIQ,[486427-17-2],O=C(C3=CC(Cl)=CC=C3)N2C(COC4=CC=C(OC)C=C4)C1=CC(OC)=C(OC)C=C1CC2,Ion Channels,Ligand-gated Ion Channels,Glutamate (Ionotropic) Receptors,Potentiator of NMDA receptors containing GluN2C/GluN2D,Subunit-selective potentiator of NMDA receptors containing the GluN2C (formally NR2C) or GluN2D (formally NR2D) subunit. Increases channel opening efficiency and enhances NMDA receptor responses. Please refer to IUPHAR Guide to Pharmacology for the most recent naming conventions.,467.94
Cirazoline hydrochloride,[40600-13-3],Cl.C(OC1=C(C=CC=C1)C1CC1)C1=NCCN1,7-TM Receptors,Adrenergic Receptors,Adrenergic Alpha-1 Receptors,Selective alpha1 agonist,Selective alpha1 agonist. Also available as part of the alpha1-Adrenoceptor Tocriset™ and Mixed Adrenergic Tocriset™.,252.74
Cisapride,[81098-60-4],CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=C(OC)C=C(N)C(Cl)=C1,7-TM Receptors,5-HT Receptors,5-HT4 Receptors,5-HT4 agonist; stimulates intestinal ACh release,"5-HT4 receptor agonist and gastrokinetic agent. Stimulates intestinal acetylcholine release, possibly via 5-HT4 receptor-dependent and -independent mechanisms, leading to increased intestinal motility.",465.95
CJ 033466,[519148-48-2],ClC2=C(N)N1C(C(C(NCC3CCN(CC(C)C)CC3)=O)=C2)=NC(C)=C1,7-TM Receptors,5-HT Receptors,5-HT4 Receptors,Selective 5-HT4 partial agonist,Potent and selective 5-HT4 partial agonist (EC50= 0.927 nM). Displays > 1000-fold selectivity for 5-HT4 over other 5-HT and D2 receptors. Exhibits gastroprokinetic effects in vivo following oral administration. Weakly blocks hERG (IC50 = 2.6 muM).,377.91
CKI 7 dihydrochloride,[1177141-67-1],ClC2=CC=C(S(NCCN)(=O)=O)C1=CN=CC=C12.Cl.Cl,Enzymes,Kinases,Casein Kinase 1,CK1 inhibitor,"Casein kinase 1 (CK1) inhibitor. Also inhibits SGK, S6K1 and MSK1. Induces retinal cell differentiation from human ESCs and iPSCs in combination with SB 431542 (Cat. No. 1614) and Y-27632 (Cat. No. 1254).",358.67
Clemastine fumarate,[14976-57-9],[H]OC(=O)\C=C\C(=O)O[H].CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,7-TM Receptors,Histamine Receptors,Histamine H1 Receptors,H1 antagonist,H1-receptor antagonist. Enhances differentiation of oligodendrocyte progenitor cells into myelin basic protein-positive oligodendrocytes in vitro and promotes remyelination in vivo. Also displays antimuscarinic properties. Clinically-used antihistamine.,459.97
Clofarabine,[123318-82-1],O[C@@H]1[C@@H](CO)O[C@@H](N(C=N3)C2=C3C(N)=NC(Cl)=N2)[C@H]1F,Enzymes,Kinases,Other Kinases,Deoxycytidine kinase (dCK) substrate,"Deoxycytidine kinase (dCK) substrate. Phosphorylated to form clofarabine triphosphate, which competes with dATP for DNA polymerase-alpha and -epsilon and potently inhibits ribonucleotide reductase (IC50 = 65 nM). Induces apoptosis by directly altering mitochondrial transmembrane potential. Demonstrates growth inhibition and cytotoxic activity in a variety of leukemias and solid tumors.",303.68
Clotrimazole,[23593-75-1],ClC1=CC=CC=C1C(C3=CC=CC=C3)(C4=CC=CC=C4)N2C=CN=C2,Enzymes,Cytochrome P450,,Cytochrome P450 inhibitor; antifungal,Imidazole antimycotic and cytochrome P450 inhibitor. Inhibits Ca2+-activated K+ current (IC50 = 3 muM) and L-type Ca2+ current; increases the firing rate of action potentials. Exhibits antiproliferative activity in vitro and in vivo. Also an inverse agonist of the human constitutive androstane receptor (hCAR).,344.84
CMPD-1,[41179-33-3],OC1=CC=C(NC(=O)CCCC2=CC=C(C=C2)C2=CC=CC=C2F)C=C1,Enzymes,Kinases,MAPK Family,Selective inhibitor of p38alpha-mediated MK2a phosphorylation; also tubulin polymerization inhibitor,"Non-ATP-competitive, selective inhibitor of p38alpha-mediated MK2a (mitogen-activated protein kinase-2a) phosphorylation (apparent Ki = 330 nM). Does not inhibit p38alpha-mediated phosphorylation of MBP and ATF-2. Also tubulin polymerization inhibitor. Cytotoxic in glioblastoma cells at concentrations that do not affect the MK2 pathway.",349.4
Co 101244 hydrochloride,[193356-17-1],Cl.CC1=CC=C(CC2(O)CCN(CCOC3=CC=C(O)C=C3)CC2)C=C1,Ion Channels,Ligand-gated Ion Channels,Glutamate (Ionotropic) Receptors,GluN2B-selective NMDA antagonist,"Novel, potent and selective antagonist of GluN2B (formally NR2B)-containing NMDA receptors (IC50 values are 0.043, > 100 and > 100 muM for GluN1A/2B (NR1A/2B), GluN1A/2A (NR1A/2A) and GluN1A/2C (NR1A/2C) subunit combinations respectively). Displays neuroprotective effects in vivo and in vitro. Please refer to IUPHAR Guide to Pharmacology for the most recent naming conventions.",377.91
COR 170,[1048039-15-1],O=C(C4=CN(CCCCC)C5=C(C=C(C6=CC=CC=C6)C=C5)C4=O)NC12CC(C3)CC(CC3C2)C1,7-TM Receptors,Cannabinoid Receptors,CB2 Receptors,Selective CB2 receptor inverse agonist,"Selective inverse agonist of CB2 receptors (Ki values are 3.8 and >10,000 nM for CB2 and CB1, respectively).",468.63
Cordycepin,[73-03-0],NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO)C[C@H]3O,Cell Metabolism,"DNA, RNA and Protein Synthesis",,RNA synthesis inhibitor,"Nucleoside analog that acts as an anticancer and antifungal agent. Can be converted to 3'-deoxyadenosine triphosphate (3'-dATP), which inhibits ATP-dependent DNA synthesis. Inhibits growth of various tumor cells in vitro.",251.24
Corticosterone,[50-22-6],[H][C@@]23CCC1=CC(CC[C@@](C)1[C@]([H])2[C@@H](O)C[C@@]4(C)[C@]([H])3CC[C@@H]4[C@@](CO)=O)=O,Nuclear Receptors,Glucocorticoid Receptor,,Endogenous glucocorticoid,Endogenous glucocorticoid that acts as an agonist at glucocorticoid and mineralocorticoid receptors.,346.46
CP 316819,[186392-43-8],O=C(N[C@@H](CC3=CC=CC=C3)[C@H](C(N(OC)C)=O)O)C2=CC1=CC(Cl)=CC=C1N2,Enzymes,Transferases,Phosphorylases,Selective glycogen phosphorylase inhibitor,Selective glycogen phosphorylase inhibitor [IC50 values are 0.017 and 0.034 muM against human skeletal muscle glycogen phosphorylase a (huSMGPa) and liver glycogen phosphorylase a (huLGPa) respectively]. Antihyperglycemic agent.,415.87
CP 376395 hydrochloride,[1013933-37-3],CC1=CC(NC(CC)CC)=C(C)C(OC2=C(C)C=C(C)C=C2C)=N1.Cl,7-TM Receptors,Peptide Receptors,CRF Receptors,Potent and selective CRF1 antagonist; binds at an allosteric site,Potent and selective CRF1 receptor antagonist (Ki values are 12 and >10000 nM for CRF1 and CRF2 receptors respectively). Binds at an allosteric site. Attenuates CRF-induced activation of the HPA axis in vivo following i.v. administration. Orally active.,362.94
CP 471474,[210755-45-6],FC1=CC=C(OC2=CC=C(S(NC(C)(C)C(NO)=O)(=O)=O)C=C2)C=C1,Enzymes,Proteases,Matrix Metalloprotease,Broad spectrum MMP inhibitor,"Broad spectrum MMP inhibitor (IC50 values are 0.7, 0.9, 13, 16 and 1170 nM for MMP-2, MMP-13, MMP-9, MMP-3 and MMP-1 respectively). Attenuates early left ventricular dilation after experimental myocardial infarction in mice.",368.38
CP 690550 citrate,[540737-29-9],C[C@H]1[C@@H](N(C2=NC=NC3=C2C=CN3)C)CN(C(CC#N)=O)CC1.OC(CC(O)=O)(C(O)=O)CC(O)=O,Enzymes,Kinases,JAK Kinase,Potent JAK inhibitor,"Potent JAK inhibitor (IC50 values are 1, 20, and 112 nM for JAK3, JAK2 and JAK1 respectively). Orally active immunosuppressant; exhibits efficacy in rodent rheumatoid arthritis models.",504.49
CP 775146,[702680-17-9],O=C(CC3=CC=C(C(C)C)C=C3)N(C2)CCC[C@H]2[C@@]1=CC(OC(C)(C)C(O)=O)=CC=C1,Nuclear Receptors,PPARs,PPARalpha Receptors,"Selective, high affinity PPARalpha agonist","Selective, high affinity PPARalpha agonist (Ki values are 24.5 nM for PPARalpha and >10 muM for PPARbeta and PPARgamma in vitro). Exhibits hypolipidemic activity in vivo.",423.54
CP 94253 hydrochloride,[845861-39-4],Cl.CCCOC1=CC=C2NC=C(C2=N1)C1=CCNCC1,7-TM Receptors,5-HT Receptors,5-HT1 Receptors,Potent and selective 5-HT1B agonist,"Potent, selective 5-HT1B agonist (Ki values are 89, 2, 860, 49 and 1,600 nM for 5-HT1A, 5-HT1B, 5-HT1C, 5-HT1D and 5-HT2 receptors respectively). Centrally active upon systemic administration in vivo.",293.8
CP 99994 dihydrochloride,[145148-39-6],COC(C=CC=C3)=C3CN[C@@H]1[C@H]([C@]2=CC=CC=C2)NCCC1.Cl.Cl,7-TM Receptors,Peptide Receptors,Tachykinin Receptors,High affinity NK1 antagonist,High affinity NK1 antagonist (Ki = 0.145 nM in vitro). Also displays high ex vivo binding potency in gerbil striatum (IC50 = 36.8 nM). Attenuates endothelium-dependent contraction induced by substance P.,369.33
CPCCOEt,[179067-99-3],O=C(OCC)C3(C2C3)OC1=CC=CC=C1/C2=N/O,7-TM Receptors,Glutamate (Metabotropic) Receptors,Glutamate (Metabotropic) Group I Receptors,Selective non-competitive mGlu1 antagonist,"hmGlu1 subtype-selective non-competitive antagonist (IC50 = 6.5 muM). Has no agonist or antagonist activity at hmGlu2, 4a, 5a, 7b, 8a or ionotropic receptors at concentrations of up to 100 muM.",247.25
CPI 203,[1446144-04-2],NC(C[C@@H]1N=C(C4=CC=C(Cl)C=C4)C3=C(SC(C)=C3C)N2C1=NN=C2C)=O,Epigenetics,Bromodomains,,BET bromodomain inhibitor; arrests cell cycle at G1 phase,"BET bromodomain inhibitor. Downregulates Myc expression, causes G1 cell cycle arrest and attenuates cell proliferation in human pancreatic neuroendocrine tumors. Arrests the growth of T cell acute lymphoblastic leukemia cells in vitro (EC50 = 91.2 nM). Also enhances the antitumor effect of rapamycin (Cat. No. 1292) in vitro and attenuates rapamycin induced Akt activation. Orally bioavailable.",399.9
CPT 11,[100286-90-6],CCC2=C4C(C(N3C4)=CC([C@](CC)(O)C(OC5)=O)=C5C3=O)=NC1=CC=C(OC(N6CCC(N7CCCCC7)CC6)=O)C=C12.Cl,Enzymes,Isomerases,DNA Topoisomerase,DNA topoisomerase I inhibitor; antitumor,"Inhibitor of DNA topoisomerase I that displays antitumor activity against a range of tumor types. Active metabolite available (SN 38, Cat. No. 2684).",623.14
CU CPT 4a,[1279713-77-7],O=C(N[C@H](CC3=CC=CC=C3)[C@@](O)=O)C2=C(Cl)C1=CC=C(F)C=C1S2,Enzyme-Linked Receptors,Toll-like Receptors,,Selective TLR3 inhibitor,"Selective TLR3 inhibitor (IC50 = 3.44 muM in RAW 264.7 cells); suppresses downstream signaling pathways mediated by the TLR3/dsRNA complex, inhibiting TNF-alpha and IL-1beta production in whole cells. Reduces death of crypt cells and improves gastrointestinal syndrome in mice.",377.82
CU-T12-9,,CNC1=CC=C([N+]([O-])=O)C=C1N2C=C(C3=CC=C(C(F)(F)F)C=C3)N=C2,Enzyme-Linked Receptors,Toll-like Receptors,,Potent TLR1/2 agonist,Potent TLR1/2 agonist (EC50 = 52.9 nM). Activates the NF-kappaB pathway and upregulates proinflammatory cytokines in vitro. Also enhances TLR1 and TLR2 dimerization.,362.31
CVT 10216,[1005334-57-5],O=C2C1=CC=C(OCC4=CC(C(O)=O)=CC=C4)C=C1OC=C2C3=CC=C(NS(=O)(C)=O)C=C3,Enzymes,Dehydrogenases,Aldehyde Dehydrogenase,Potent and selective ALDH2 inhibitor,"Potent and selective, reversible inhibitor of aldehyde dehydrogenase 2 (ALDH2) (IC50 values are 29 and 1300 nM for ALDH2 and ALDH1, respectively). Exhibits anxiolytic effects in rat models.",465.48
CW 008,[1134613-19-6],O=C(C1=CC=C(F)C=C1)NC2=NNC3=NC(C4=C5N(C=CC(OC)=C5)N=C4)=C(F)C=C32,Enzymes,Kinases,Protein Kinase A,PKA signaling activator; promotes osteogenesis from hMSCs,cAMP/PKA/CREB pathway activator. Promotes osteogenic differentiation of human bone marrow-derived MSCs in vitro. Increases bone mass and bone volume density in ovariectomized mice.,420.37
Cyclic Pifithrin-alpha hydrobromide,[511296-88-1],CC(C=C4)=CC=C4C1=CN(C2=C(S3)CCCC2)C3=N1.Br,Cell Cycle,p53,,p53 inhibitor,"Cyclic analog of pifithrin-alpha (Cat. No. 1267), a small molecule inhibitor of p53. Prevents dexamethasone-induced cell death in murine thymocytes (EC50 = 2.01 muM). Sensitizes p53-deficient tumors to radiotherapy and chemotherapy; increases apoptosis in target cells when used in combination with antimicrotubule agents.",349.29
